"","sex","race","class","major","math.level","modality","mea","mla","selfEfficacy","technology","cooperative","deductive","demonstrative","inductive","integrative","lecture","repetitive","engage","resource","teacher.ctrd","student.ctrd"
"66","male","white","yr4","Other","math01","Kinesthetic",0.0417466155519794,-0.0695277611549169,-1.26625459934966,-0.26038116509647,-0.0907246730312159,0.149422295506043,-0.482366485244439,0.42510187829924,0.0620288519513763,0.263796332012421,-0.214117423987157,0.803083103154805,-0.294912104566007,-0.0314263555129442,0.148192617441013
"67","male","white","yr5+","STEM","other","Kinesthetic",-0.32552131800601,-0.497556424846265,1.26450583205315,1.24055117630093,-0.0688266672820101,0.0194431720001342,0.874719584492025,0.60854622090972,0.373297015409157,1.23034696473601,0.328378036901772,0.484725501406459,-0.2495793047509,0.595955580833146,0.328054526791167
"68","female","white","yr1","Other","math02","Auditory",-1.60103065591258,-0.497556424846265,2.64299623020387,0.694546695160341,-0.979393295935969,-1.31306968509407,-0.201671014871876,-0.209692543645635,-0.610106453918354,0.687639070934647,-0.933032007515335,-0.346338725843645,-0.352923347074065,-0.400077029842311,-0.553612534175739
"69","male","white","yr3","STEM","math03","Auditory",-0.637754189361886,-0.381982142993917,1.15618931709028,0.42232306607822,-0.207584911262774,0.178015966074844,0.343865999399007,0.00797393099892717,-0.723482348182736,0.591164831250958,-0.301171486515346,-0.346338725843645,-0.294912104566007,0.267137664185948,-0.306427306505625
"70","male","white","yr1","STEM","math03","Kinesthetic",-1.51112742818454,-0.382576528507014,2.30845935034238,0.59511806280467,0.661136361497106,0.272086489143366,0.405783053073911,0.489910973351773,0.190267383161241,0.941706927902494,0.9330902577969,0.22837218865558,-0.178889619549892,0.550914202653944,0.421227769839862
"71","female","Asian","yr1","STEM","stats","Kinesthetic",-1.28623238788527,-0.497556424846265,3.09543696000112,1.34026188671614,1.68408488714593,1.30478295970423,0.661167988275539,0.80461938361652,0.949104773527157,0.576983307571195,0.922039306631173,0.22837218865558,-0.294912104566007,0.850114325871576,1.0777660452552
"72","male","white","yr1","Business","math02","Visual",-1.38795637846481,-0.273872413771114,-2.65433233247325,0.0406020995730802,0.0429453745200661,-0.590491897283483,-0.4451293016294,-0.27876443644324,-0.0821254614351058,-0.46544715082591,-0.633152523105473,-0.0936700371453748,-0.294912104566007,-0.499848203262751,-0.113198068506723
"73","female","white","yr2","Other","math01","Visual",-0.465643923920112,-0.497556424846265,1.82526307681327,0.442855143431448,0.607907021011088,0.360537120694846,-0.325694268925201,0.0814639757794227,-0.268965240480021,0.00658685563759738,0.968174118836359,0.158998651552895,-0.294912104566007,0.148248381237595,0.101766784557525
"74","male","other","yr2","Other","math02","Kinesthetic",-1.09364011644049,-0.497556424846265,2.98712044503824,0.888199404046844,-0.0459393280948757,0.641670081398362,-0.474067733730555,-0.0094961775236764,-0.185920095621432,0.291088236637257,-1.26973157205646,0.993747502855608,0.368914573596615,0.0110432045537217,-0.0793996198765316
"75","male","white","yr2","Business","math03","Kinesthetic",1.54215099375782,0.132976060761085,-2.5364284825375,0.245374488006509,-1.46063729288256,-1.77200787688101,0.339609761152987,-0.726598583497942,-0.0775060743119159,-1.52966029097455,-0.394406990909083,-0.346338725843645,0.0183470777413174,-0.927043404222351,-0.679153289041076
"76","female","white","yr2","Other","math01","Kinesthetic",-0.57089836430828,-0.0590089090956883,-0.597180839626671,0.276743958652708,1.26922361928076,0.572709862604177,-0.445064115165451,-0.0400414389221073,0.642574004396734,0.414200821470748,0.11493080626638,0.158998651552895,0.550972787387923,0.192018519457043,0.560138482557597
"77","male","white","yr3","STEM","other","Visual",-0.745574026421494,-0.173227237177857,1.26450583205315,1.49781477558974,-0.0589077837121485,-0.0655339804282115,-0.376335388090998,-0.460690939885729,0.332135076211385,0.47636478308399,0.0589379827883146,-0.27696518874096,0.444401689726928,0.0152958755161785,-0.0591912367975429
"78","female","white","yr3","STEM","other","Kinesthetic",-0.32552131800601,-0.436242024844913,2.8692165951025,1.26931126477642,-0.355998336548851,0.0760236243559244,0.333888072345192,0.236052194557023,-0.320258833955686,0.437221540104321,-1.05370818272891,-0.0242965000426901,-0.23690086205795,0.102742195138979,-0.125029395640695
