"","ID","sex","race","class","major","math.level","modality","ID","AMAS.1","AMAS.2","AMAS.3","AMAS.4","AMAS.5","AMAS.6","AMAS.7","AMAS.8","AMAS.9","MEA.2","MEA.4","MEA.5","MEA.8","MLA.1","MLA.3","MLA.6","MLA.7","MLA.9","Efficacy.1","Efficacy.2","Efficacy.3","Cooperative.1","Cooperative.2","Cooperative.3","Cooperative.4","Cooperative.5","Cooperative.6","Lecture.1","Lecture.2","Lecture.3","Lecture.4","Lecture.5","Lecture.6","Lecture.7","Deductive.1","Deductive.2","Deductive.3","Deductive.4","Deductive.5","Deductive.6","Deductive.7","Inductive.1","Inductive.2","Inductive.3","Inductive.4","Inductive.5","Inductive.6","Inductive.7","Demons.1","Demons.2","Demons.3","Demons.4","Demons.5","Demons.6","Demons.7","Repet.1","Repet.2","Repet.3","Repet.4","Repet.5","Repet.6","Repet.7","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Tach.1","Tach.2","Tach.3","Tach.4","Tach.5","Tach.6","Tach.8","Tach.9","Tach.10","Tach.11","Tach.12","SocialEngage.1","SocialEngage.2","SocialEngage.3","SocialEngage.8","BehaveEngage.4","BehaveEngage.5","BehaveEngage.6","BehaveEngage.7","Resource.9","Resource.10","Resource.11","Resource.12","Modality.1","Modality.2","Modality.3","Modality.4","Modality.5","Modality.6","Modality.7","Modality.8","Modality.9","Modality.10","Modality.11","Modality.12"
"405",405,"female","white","yr1","Other","math01","Kinesthetic",405,3,1,1,3,3,1,1,4,3,1,3,3,4,3,1,1,1,3,2,5,2,3,3,4,3,1,5,5,5,3,3,5,5,3,5,5,5,3,3,2,1,5,5,5,5,5,5,5,5,2,3,1,5,5,5,5,3,5,5,3,5,3,3,4,5,1,3,5,5,1,1,1,1,1,1,3,3,3,3,1,4,4,4,1,4,2,1,2,1,1,1,1,1,2,1,3,3,1,3,2,3,3,3,3
"406",406,"female","white","yr1","Other","stats","Visual",406,1,3,1,3,4,2,2,4,1,3,3,4,4,1,1,2,2,1,4,4,3,3,4,4,2,3,3,4,5,4,4,5,4,4,4,4,4,3,5,3,3,5,4,4,3,4,4,4,4,4,5,5,4,4,4,4,3,5,3,3,4,3,5,4,3,4,4,3,4,2,2,3,3,3,3,4,3,4,3,2,4,4,4,2,3,3,2,3,3,2,1,1,2,2,1,2,3,2,1,2,2,1,2,3
"407",407,"female","Black","yr3","Health","stats","Visual",407,3,2,1,3,3,4,4,4,1,2,3,3,4,3,1,4,4,1,3,5,3,3,4,4,3,3,4,2,4,4,3,4,4,3,3,3,3,3,2,3,1,5,5,4,4,3,5,3,4,4,4,5,5,4,3,4,3,2,3,3,3,4,3,4,4,3,2,4,5,3,4,3,3,3,3,3,3,3,3,3,2,1,2,3,3,2,3,3,3,3,3,2,2,1,3,3,3,2,3,1,2,1,2,2
"408",408,"female","white","yr1","Business","math02","Visual",408,1,5,2,5,2,5,3,5,4,5,5,2,5,1,2,5,3,4,1,5,2,2,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,2,3,3,2,2,4,3,3,3,3,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2
"409",409,"male","white","yr3","STEM","math04","Kinesthetic",409,1,2,3,3,2,1,1,4,3,2,3,2,4,1,3,1,1,3,4,3,4,4,3,3,2,2,3,4,4,3,3,5,4,3,4,3,2,4,4,3,3,3,2,4,2,4,2,4,5,4,4,4,3,3,5,3,4,4,3,4,2,5,2,2,3,3,2,2,3,1,4,4,4,4,4,4,4,5,4,4,2,3,2,2,4,3,3,4,2,1,1,1,1,2,2,3,1,2,3,2,2,3,3,3
"410",410,"female","white","yr5+","Health","stats","Kinesthetic",410,2,2,2,2,3,3,3,2,3,2,2,3,2,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,3,1,3,1,3,1,1,3,3,2
"411",411,"female","white","yr1","Business","math03","Kinesthetic",411,3,4,3,4,3,3,2,4,3,4,4,3,4,3,3,3,2,3,3,4,3,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,4,3,3,2,2,2,2,2,2,2,2,1,1,1,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,1,3,1,3,2,1,2,3,2,3,2,2,3,3,3
"412",412,"female","other","yr2","Other","math02","Visual",412,3,4,4,4,3,2,2,5,2,4,4,3,5,3,4,2,2,2,1,5,2,1,1,2,1,5,2,2,1,5,2,4,2,1,4,2,2,2,2,1,4,3,4,3,4,2,3,3,4,3,2,2,4,4,2,3,4,2,5,3,5,5,5,4,2,1,2,5,2,2,1,1,2,2,1,3,3,2,2,1,4,3,2,4,3,2,2,3,2,2,1,1,3,1,1,2,1,2,2,2,2,3,2,3
"413",413,"female","white","yr3","Business","math03","Visual",413,1,4,2,4,1,2,1,5,1,4,4,1,5,1,2,2,1,1,2,5,1,2,3,2,2,3,2,2,2,3,3,4,3,1,3,2,3,2,2,3,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,4,3,3,3,5,5,5,5,5,5,1,2,1,4,4,3,2,4,2,1,1,1,1,2,2,2,2,2,3,1,2,1,3,3
"414",414,"female","white","yr1","Health","stats","Auditory",414,1,3,2,3,2,3,4,5,1,3,3,2,5,1,2,3,4,1,2,4,3,3,4,5,2,1,3,5,5,3,3,2,5,4,2,3,4,2,3,3,4,1,3,4,1,3,3,4,5,5,2,3,4,4,4,2,3,4,2,4,3,5,1,4,4,3,4,4,3,2,4,5,4,3,3,3,3,4,4,4,2,3,2,2,3,3,2,2,3,3,2,2,1,2,1,1,3,1,1,3,2,1,3,3
"415",415,"female","white","yr4","Other","math04","Kinesthetic",415,1,4,2,5,4,2,2,5,1,4,5,4,5,1,2,2,2,1,4,5,4,4,5,5,5,5,5,4,2,1,4,5,5,5,2,4,3,5,3,4,3,4,3,3,5,4,5,5,3,3,2,4,4,4,5,5,1,5,5,1,1,1,3,2,2,3,2,3,4,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,1,1,1,3,2,2,2,3,2,3,3,2,1,3,3
"416",416,"male","white","yr2","Other","stats","Visual",416,2,3,2,2,1,1,1,2,2,3,2,1,2,2,2,1,1,2,4,1,4,3,5,4,3,3,4,5,4,4,4,4,4,2,4,3,3,2,4,2,4,4,3,3,4,4,3,5,5,3,3,3,4,5,4,4,4,4,4,3,4,3,5,4,3,3,4,1,2,3,2,3,3,3,3,4,4,4,4,4,2,2,2,1,3,4,4,4,2,1,1,1,3,1,2,2,3,2,2,2,2,2,2,3
"417",417,"female","white","yr2","STEM","math02","Kinesthetic",417,1,1,2,2,1,2,2,3,2,1,2,1,3,1,2,2,2,2,5,2,5,3,4,3,2,2,2,4,4,4,3,4,4,2,4,3,4,3,3,2,2,4,4,4,2,4,2,4,4,5,5,3,5,4,5,2,4,3,2,4,3,2,1,3,2,1,2,2,3,2,5,4,3,4,4,5,4,4,4,4,4,4,4,2,4,3,2,2,2,2,2,1,3,2,3,3,1,2,3,3,2,3,3,3
"418",418,"female","white","yr1","Health","math02","Kinesthetic",418,1,3,3,3,4,3,1,4,1,3,3,4,4,1,3,3,1,1,4,2,2,1,2,1,1,2,1,2,1,3,3,3,3,2,2,4,3,2,4,1,3,4,1,1,3,2,1,1,1,4,4,2,4,3,3,2,2,3,2,1,2,2,1,3,3,1,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,2,4,3,3,2,4,2,2,1,1,2,1,1,3,2,2,3,2,3,3,3,3
"419",419,"female","Asian","yr5+","Health","stats","Kinesthetic",419,1,5,3,5,5,2,1,5,3,5,5,5,5,1,3,2,1,3,3,5,3,1,4,4,1,1,2,5,4,3,4,5,4,3,4,5,4,3,4,1,2,3,4,4,5,5,3,4,4,3,3,5,4,4,4,2,2,4,3,3,3,2,5,4,4,3,4,2,2,1,1,1,1,1,1,2,1,1,1,1,4,4,4,1,4,4,2,4,3,4,3,1,1,1,3,2,3,3,3,2,2,1,3,3
"420",420,"male","white","yr3","Other","math04","Auditory",420,3,3,3,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3,2,2,4,4,3,3,4,3,3,3,3,4,4,3,3,3,3,2,2,2,3,3,3,3,3,2,2,3,3,3,4,4,4,1,3,3,3,3,4,4,4,4,4,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,1,1,2,1,1,3,1,2,1,3,2,3,1,3
"421",421,"male","white","yr3","Other","math04","Kinesthetic",421,2,3,2,2,4,5,1,4,2,3,2,4,4,2,2,5,1,2,2,2,2,1,2,2,2,1,2,2,2,3,3,3,3,2,2,4,3,3,4,3,3,2,3,3,3,2,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,3,3,4,4,4,3,3,4,4,4,4,4,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,3,3,2,3,3,2,3,3,1
"422",422,"female","white","yr3","Other","math04","Auditory",422,1,3,1,3,3,2,1,4,2,3,3,3,4,1,1,2,1,2,2,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,5,5,3,5,5,4,3,4,5,5,3,5,3,5,4,3,3,4,4,4,3,5,3,4,4,3,3,4,4,5,5,4,3,4,2,4,4,4,4,3,3,3,3,2,2,2,3,2,2,1,3,3,2,2,3,2,2,1,3,1,2,1,3,1,2,3,1
"423",423,"female","white","yr5+","Health","stats","Auditory",423,3,3,3,3,3,3,2,5,5,3,3,3,5,3,3,3,2,5,1,5,1,3,4,3,1,1,4,1,1,2,4,4,3,2,3,2,2,3,2,2,2,3,3,2,2,3,3,2,2,3,1,2,2,3,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,5,5,1,1,1,1,1,1,1,1,1,1,4,3,4,2,4,2,2,3,2,3,3,3,2,2,2,3,1,2,1,3,1,1,1
"424",424,"female","other","yr1","Other","math02","Kinesthetic",424,1,3,2,3,2,1,1,3,1,3,3,2,3,1,2,1,1,1,3,4,4,5,5,3,1,2,2,3,3,3,4,5,5,2,1,4,3,4,4,1,3,3,3,4,4,4,2,1,1,3,3,1,3,3,3,3,3,5,4,4,5,4,4,1,1,4,4,1,4,3,2,2,2,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,1,1,1,3,2,1,1,3,2,1,3,2,3,3,2
"425",425,"female","other","yr1","STEM","math02","Visual",425,1,3,1,4,2,1,2,4,1,3,4,2,4,1,1,1,2,1,2,4,2,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,2,2,3,5,4,4,4,3,2,2,2,2,3,4,4,4,1,3,3,2,3,2,2,1,3,1,3,1,2,1,2,3
"426",426,"female","white","yr3","Other","math04","Auditory",426,3,4,3,3,4,2,1,4,3,4,3,4,4,3,3,2,1,3,2,4,3,3,3,4,3,3,4,4,3,3,3,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,3,3,3,1,3,3,3,4,4,3,3,3,2,3,2,2,3,2,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,1,2,1,1,3,1,2,1,2,1,3,2
"427",427,"male","white","yr2","STEM","stats","Kinesthetic",427,1,3,1,4,5,3,2,5,5,3,4,5,5,1,1,3,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,4,4,4,5,4,4,4,4,5,3,2,4,5,4,5,4,3,5,4,2,2,1,4,4,1,4,4,1,5,4,4,2,2,2,2,4,5,5,5,5,3,4,3,2,4,4,3,4,2,2,1,1,3,1,2,3,3,2,1,2,2,3,3,2
"428",428,"female","white","yr3","STEM","math04","Visual",428,1,4,1,3,5,2,2,5,3,4,3,5,5,1,1,2,2,3,3,4,2,2,1,2,2,4,3,1,2,2,3,3,2,2,4,4,2,4,2,4,4,4,4,3,3,5,4,4,3,3,4,4,3,3,4,4,2,3,3,2,2,4,2,3,1,2,1,1,4,3,4,4,4,3,3,5,4,4,4,3,2,2,3,4,4,4,4,4,2,2,2,3,3,2,2,3,2,2,3,2,2,1,1,2
"429",429,"male","Black","yr1","STEM","math02","Visual",429,1,3,1,3,2,1,1,3,1,3,3,2,3,1,1,1,1,1,4,4,4,5,5,5,3,5,5,4,4,4,4,3,3,3,4,5,5,4,4,3,3,4,4,4,4,4,4,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,3,3,2,1,3,2,1,3,2
"430",430,"male","white","yr1","STEM","math01","Visual",430,2,2,3,4,3,5,1,3,3,2,4,3,3,2,3,5,1,3,2,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,5,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,4,5,4,5,5,5,2,1,1,1,4,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,3,2,2,1,3,2,2,2,3,1,1,1
"431",431,"female","white","yr1","Other","math01","Kinesthetic",431,1,1,2,1,4,2,2,4,2,1,1,4,4,1,2,2,2,2,4,2,4,2,3,3,1,2,3,4,3,3,2,4,4,2,2,4,3,2,3,3,2,4,3,4,2,4,3,3,5,4,4,2,3,4,3,3,3,4,4,2,2,2,2,3,4,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,4,4,3,3,2,2,1,1,3,1,2,1,3,2,3,1,2,1,3,3
"432",432,"female","white","yr1","Other","math01","Auditory",432,3,4,1,5,5,4,2,5,5,4,5,5,5,3,1,4,2,5,1,5,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,2,1,1,1,3,1,1,4,3,2,2,1,1,2,1,1,2,2,3,5,4,1,1,1,3,1,4,1,1,1,1,1,5,1,1,1,2,1,4,2,2,2,2,1,1,2,3,2,2,1,1,1,2,1,1,1,2,1,2,1,1,3,1,1,2,3,3
"433",433,"female","white","yr2","Other","math01","Auditory",433,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,3,2,1,2,1
"434",434,"female","white","yr1","Other","math02","Visual",434,2,3,2,3,4,5,3,5,2,3,3,4,5,2,2,5,3,2,5,2,3,2,4,4,2,3,1,4,3,4,4,3,4,3,4,5,4,4,3,3,2,5,3,4,3,5,4,4,5,5,5,5,3,4,5,3,4,4,5,3,3,3,1,4,2,3,2,4,3,5,1,2,5,1,2,2,2,2,2,2,3,3,3,2,4,4,3,4,3,1,1,2,2,2,2,3,2,2,2,1,2,1,3,2
"435",435,"female","white","yr2","STEM","stats","Auditory",435,1,1,2,3,2,1,1,1,2,1,3,2,1,1,2,1,1,2,4,5,4,5,5,4,3,4,4,5,3,4,4,4,3,5,4,3,5,5,4,4,5,4,4,4,3,5,4,5,5,5,3,4,4,5,4,3,2,4,5,2,4,2,3,2,3,2,3,1,2,3,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,4,2,3,3,4,2,1,3,2,1,1,3,2,3,1,1,1,3,1
"436",436,"male","other","yr3","STEM","math03","Visual",436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,2,2,1,1,2,2
"437",437,"female","white","yr1","Other","math01","Visual",437,2,4,1,4,4,2,2,5,3,4,4,4,5,2,1,2,2,3,4,3,4,2,4,1,1,2,2,3,2,3,4,4,3,2,2,2,2,3,3,2,2,3,2,3,2,3,3,3,4,3,2,3,3,2,3,2,3,4,2,4,4,4,2,4,2,1,3,1,2,3,3,3,4,3,2,4,3,3,2,2,3,3,3,2,3,3,3,3,2,2,1,1,3,2,2,2,1,2,3,3,2,1,1,3
"438",438,"male","white","yr1","STEM","math02","Visual",438,1,3,1,4,3,4,2,5,3,3,4,3,5,1,1,4,2,3,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1
"439",439,"female","white","yr1","Business","math03","Auditory",439,1,3,2,2,4,3,1,4,1,3,2,4,4,1,2,3,1,1,3,3,4,4,3,2,2,2,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,1,1,1,3,1,1,1,1,2,3,1,2,2,2,1
"440",440,"female","white","yr1","STEM","math02","Kinesthetic",440,1,3,1,3,4,1,2,4,1,3,3,4,4,1,1,1,2,1,4,3,2,1,3,3,1,4,2,2,4,1,4,4,4,1,4,4,4,4,3,2,4,3,1,4,2,3,1,4,2,3,4,1,3,3,4,1,4,2,3,2,4,3,1,3,2,4,2,3,1,1,2,4,4,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,2,1,1,3,3,3,1
"441",441,"female","white","yr1","Business","math02","Auditory",441,3,4,3,5,2,3,3,5,2,4,5,2,5,3,3,3,3,2,1,5,2,3,4,3,3,4,3,3,2,3,2,4,4,3,4,4,3,2,3,3,3,3,3,2,3,3,2,3,4,3,4,3,3,4,2,3,4,3,3,2,4,3,2,3,3,3,4,2,3,2,2,2,2,2,2,3,2,2,2,2,3,3,3,1,4,4,3,3,3,1,1,1,3,1,3,1,2,2,1,3,2,1,2,1
"442",442,"female","white","yr2","Other","math02","Kinesthetic",442,1,3,1,2,2,1,1,5,1,3,2,2,5,1,1,1,1,1,4,2,5,2,4,4,1,1,1,4,4,5,4,3,4,1,4,3,4,4,5,1,4,5,4,5,5,5,4,4,5,4,4,4,5,5,4,2,3,5,2,3,4,2,1,4,1,3,3,2,3,3,3,2,2,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,1,1,1,3,2,2,3,3,2,3,1,3,3,3,3
"443",443,"female","Black","yr1","Business","math03","Visual",443,2,5,3,5,3,3,3,5,3,5,5,3,5,2,3,3,3,3,2,4,3,4,4,3,4,3,2,4,3,4,3,5,3,2,4,4,4,3,4,2,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,2,2,4,2,4,3,4,3,3,4,2,3,4,4,4,4,2,2,2,1,3,4,3,3,4,2,4,1,1,2,1,2,3,2,3,2,2,3,2,2
"444",444,"female","white","yr1","Business","stats","Visual",444,4,5,4,3,4,2,2,5,2,5,3,4,5,4,4,2,2,2,3,4,3,3,3,4,2,2,3,3,4,3,3,4,2,3,2,1,2,3,2,2,1,3,3,3,4,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,2,3,3,4,4,2,3,3,4,4,3,3,3,4,5,5,5,3,4,2,4,4,3,4,4,4,3,2,2,2,3,2,2,2,3,2,1,3,2,1,2,3
"445",445,"female","white","yr2","STEM","stats","Visual",445,2,4,1,5,3,2,3,5,2,4,5,3,5,2,1,2,3,2,4,2,5,2,2,3,1,2,2,4,3,4,4,4,3,2,5,5,2,3,2,4,2,3,2,4,4,4,3,4,4,4,4,2,4,3,4,4,2,4,4,3,4,3,4,4,1,1,2,1,3,4,3,4,2,2,4,5,5,5,5,3,3,4,4,1,4,4,2,4,1,1,1,1,3,2,2,2,1,2,3,3,2,1,3,3
"446",446,"female","white","yr1","Health","stats","Kinesthetic",446,2,5,2,5,2,3,2,3,3,5,5,2,3,2,2,3,2,3,3,4,4,3,2,2,1,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,5,5,5,5,5,4,5,5,4,4,4,4,5,5,5,5,5,5,2,4,3,2,2,4,3,5,3,3,2,3,3,5,4,5,5,4,3,2,2,2,4,4,2,4,2,1,3,1,1,1,1,3,3,2,3,2,2,3,2,3
"447",447,"female","Asian","yr1","STEM","stats","Auditory",447,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,4,5,5,4,5,5,4,4,5,5,4,4,5,5,4,4,4,5,4,4,4,4,4,4,5,5,4,4,4,5,4,4,3,3,3,2,3,2,3,3,3,3,3,2,3,2,3,4,3,4,2,2,1,3,3,3,1,2,1,1,2,2,1,2,3,3,1
"448",448,"female","white","yr1","Other","stats","Kinesthetic",448,2,2,1,3,1,2,1,5,2,2,3,1,5,2,1,2,1,2,3,4,3,2,2,2,1,1,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,1,2,3,2,2,3,3,3
"449",449,"female","white","yr4","Other","math04","Auditory",449,1,3,1,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,4,4,4,5,5,5,4,5,5,5,1,3,4,2,3,2,4,1,1,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,3,3,2,3,1,1,1,3,1,2,2,1,1,2,1,2,3
"450",450,"female","white","yr1","Other","math01","Auditory",450,1,2,1,3,2,2,1,4,1,2,3,2,4,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,3,5,4,5,5,4,5,5,5,4,5,4,4,4,4,5,3,5,5,5,5,4,5,5,5,5,5,4,5,5,4,1,1,3,2,4,2,1,2,3,3,3,4,4,4,4,4,4,4,4,3,3,1,1,1,1,2,1,1,2,1,3,2,3,3,1
"451",451,"female","other","yr2","Other","stats","Visual",451,1,4,1,5,4,1,1,5,2,4,5,4,5,1,1,1,1,2,4,4,4,3,4,3,1,2,5,4,5,5,3,3,4,3,5,5,5,4,5,3,1,4,4,4,5,5,3,3,5,4,3,1,5,4,4,2,2,4,3,4,3,2,1,1,1,3,4,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,3,3,2,4,2,1,1,1,3,1,1,2,1,2,2,2,2,1,3,3
"452",452,"male","other","yr4","Other","stats","Kinesthetic",452,2,1,1,1,2,1,2,3,1,1,1,2,3,2,1,1,2,1,4,2,3,1,3,2,1,2,2,3,5,4,4,3,5,1,4,3,4,4,4,3,2,4,5,5,5,5,4,3,5,4,4,2,3,5,3,2,3,5,2,4,5,3,2,5,1,1,4,2,1,5,3,3,4,3,3,2,2,3,2,4,3,4,2,1,3,4,1,3,2,1,1,1,3,3,1,3,2,2,2,2,3,1,3,3
"453",453,"female","white","yr3","Other","math04","Auditory",453,2,1,1,1,4,2,1,4,1,1,1,4,4,2,1,2,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,1,3,2,1,1,2,1,3,3
"454",454,"female","white","yr1","Business","math01","Kinesthetic",454,4,4,5,3,5,2,2,5,4,4,3,5,5,4,5,2,2,4,1,5,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,4,3,2,2,2,2,1,1,3,3,1,3,5,4,4,4,4,2,2,1,1,4,3,2,2,3,2,5,4,2,2,2,2,2,3,2,3,4,4,4,1,1,1,1,1,1,3,2,3,2,2,3,2,3,3,3
"455",455,"female","white","yr1","Other","math01","Visual",455,4,3,3,2,5,2,1,5,5,3,2,5,5,4,3,2,1,5,4,4,4,3,2,3,3,2,2,4,3,4,4,2,4,4,4,4,3,3,3,2,3,2,3,3,3,4,4,3,1,2,2,2,3,2,3,4,5,4,5,4,5,5,3,4,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,4,4,4,3,4,3,1,3,3,3,1,1,1,2,1,3,3,2,2,1,2,1,3,3
"456",456,"male","white","yr1","Business","math02","Auditory",456,4,4,3,4,4,3,3,3,3,4,4,4,3,4,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,4,2,4,4,3,4,1,2,4,3,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1
"457",457,"female","white","yr5+","Health","stats","Auditory",457,2,3,2,3,2,1,1,4,2,3,3,2,4,2,2,1,1,2,4,4,4,5,4,4,5,4,4,5,4,3,3,4,3,4,4,4,3,5,5,4,3,4,4,3,5,5,3,4,5,5,5,4,4,5,4,4,1,4,4,1,3,1,1,3,3,3,3,4,3,3,4,4,4,4,4,5,5,5,5,3,2,2,3,4,4,4,3,4,1,1,1,1,3,1,1,1,1,2,1,2,2,1,3,1
"458",458,"male","white","yr1","STEM","math03","Auditory",458,3,3,2,4,3,5,3,5,3,3,4,3,5,3,2,5,3,3,3,4,2,5,5,4,1,5,5,5,5,4,5,4,4,5,4,5,5,4,5,5,4,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,4,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,2,3,3,4,4,3,3,4,3,4,3,3,1,3,1,2,2,1,2,1,2,1,1
"459",459,"male","white","yr2","Health","stats","Kinesthetic",459,3,4,4,5,4,5,4,4,3,4,5,4,4,3,4,5,4,3,2,3,1,2,3,3,4,3,2,4,3,3,3,1,3,1,3,2,2,3,2,2,3,3,3,2,2,3,3,2,2,3,4,2,1,3,4,3,2,4,3,3,3,3,3,2,4,2,2,3,2,4,3,2,3,1,1,2,2,2,3,3,2,2,2,1,2,3,1,2,1,1,1,2,3,1,3,3,3,2,1,3,2,2,3,2
"460",460,"male","white","yr1","Business","math03","Visual",460,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,4,3,4,4,2,4,3,4,1,4,4,4,4,4,3,4,4,4,4,3,2,4,4,4,1,4,3,5,4,4,2,3,3,3,2,3,3,2,3,2,3,3,4,4,4,3,3,3,4,4,4,4,3,4,3,3,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,3,1,2,2,3,2,2,3
